
>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
DACH, SIERRA              36 M | DACH, SIGURD               1 M | DACH, STEFANIE            13 M
DACH, THAD                45 M | DACH, TRUDIE              27 M | DACH, TYRIQUE              1 F
DANIEL, ALEXANDRA         21 F | DANIEL, ALEXYS             3 M | DANIEL, BRITNEY           44 M
DANIEL, CASSANDRE         71 F | DANIEL, EASTON            89 M | DANIEL, EMERALD           22 F
DANIEL, FELIPA             2 M | DANIEL, HAILEY            20 M | DANIEL, JERMAIN           88 F
DANIEL, JOANNY            69 F | DANIEL, JOSHUA            20 M | DANIEL, KAILEE            21 M
DANIEL, KIRSTEN            5 F | DANIEL, KIRSTIN            9 M | DANIEL, KOBE              22 M
DANIEL, LEXUS             65 M | DANIEL, LIZETH            14 M | DANIEL, MADYSON           67 M
DANIEL, MAGALI            23 M | DANIEL, MATTEO            16 F | DANIEL, ORA               62 M
DANIEL, PAOLO             75 M | DANIEL, RICKIE            44 F | DANIEL, SEAMUS            23 F
DANIEL, SIBYL             29 F | DANIEL, STELLA            61 F | DANIEL, TYREEK            10 F
DANIEL, VERNON            69 F | DARE, ANDRES              15 M | DARE, CALEIGH             25 F
DARE, CHAZ                97 F | DARE, DORTHA              20 F | DARE, ELOISA              84 F
DARE, EMILE               35 F | DARE, EVERETT             23 M | DARE, FAUSTINO            16 M
DARE, JEROD               74 M | DARE, KIM                  3 F | DARE, LESTER              10 M
DARE, LONZO               84 F | DARE, MARGARITA           89 M | DARE, MARLEE              35 M
DARE, META                42 M | DARE, PHILIP              38 F | DARE, SAVANNA             22 M
DARE, SUZANNE             19 M | DARE, TRUDIE              89 M | DAUGHERTY, BEAU            2 M
DAUGHERTY, CICERO          6 M | DAUGHERTY, FAY            23 M | DAUGHERTY, GARRETT        61 M
DAUGHERTY, HELENA         86 F | DAUGHERTY, JODIE          19 M | DAUGHERTY, KAYA           40 M
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE 12  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
DAUGHERTY, LONIE          66 M | DAUGHERTY, MARJORY        14 M | DAUGHERTY, PAULA          87 M
DAUGHERTY, ROBERTA        68 F | DAUGHERTY, YASMINE        20 M | DAVIS, ALEXANDREA          9 F
DAVIS, ANGELA             11 M | DAVIS, ERVIN              37 M | DAVIS, IVORY              10 F
DAVIS, JUANA               1 F | DAVIS, SAUL                3 F | DAVIS, THOMAS             31 M
DECKOW, ADELLA            16 M | DECKOW, ANTONETTA         67 M | DECKOW, ASTRID            28 M
DECKOW, BERNIECE          15 M | DECKOW, CHYNA             44 M | DECKOW, DEJA              78 M
DECKOW, DELANEY           12 M | DECKOW, EMMITT            23 F | DECKOW, HARMON            14 M
DECKOW, LOMA               2 M | DECKOW, MADIE             16 M | DECKOW, MALACHI           46 M
DECKOW, NILS              19 M | DECKOW, ROSLYN            35 M | DECKOW, SELENA            20 M
DECKOW, TITUS             16 F | DECKOW, TRISTON           21 M | DECKOW, VELDA             40 F
DENESIK, BEULAH           74 F | DENESIK, BILLY            19 F | DENESIK, BLANCHE          75 F
DENESIK, CATERINA         78 F | DENESIK, CEASAR          < 1 M | DENESIK, CLETUS           25 F
DENESIK, DARLENE          52 M | DENESIK, DESTANY          57 M | DENESIK, ELDA              1 F
DENESIK, ELECTA           12 M | DENESIK, ELNORA           19 F | DENESIK, KORBIN           10 F
DENESIK, MORRIS           75 F | DENESIK, ODESSA           16 M | DENESIK, ORIN             21 F
DENESIK, RAFAEL           12 M | DENESIK, ROBBIE           62 F | DENESIK, SALLY             2 F
DENESIK, SEAN             16 F | DIBBERT, ANDREANE         31 M | DIBBERT, ANGELA           31 M
DIBBERT, ANNABEL          22 M | DIBBERT, ANNALISE         77 M | DIBBERT, ARTURO            8 F
DIBBERT, ASHLEIGH         34 M | DIBBERT, AUDIE             4 F | DIBBERT, BRENNAN          20 F
DIBBERT, BRETT            22 M | DIBBERT, CLEORA            1 F | DIBBERT, CONOR             7 M
DIBBERT, DOCK             25 M | DIBBERT, DOMENICK         13 F | DIBBERT, DOROTHEA         76 F
DIBBERT, FLOSSIE          34 F | DIBBERT, HOSEA             1 F | DIBBERT, JAQUELINE        14 F
DIBBERT, KOBY             27 F | DIBBERT, MARCELINO        69 M | DIBBERT, MAYNARD          57 F
DIBBERT, MINNIE           66 F | DIBBERT, MORGAN           18 F | DIBBERT, NOVELLA          20 F
DIBBERT, PEARL            20 M | DIBBERT, RICK             46 M | DIBBERT, SYDNEY           22 M
DICKENS, AMELIA           17 M | DICKENS, ANABELLE         32 F | DICKENS, ANGEL            55 F
DICKENS, ANSEL            29 M | DICKENS, CAMRYN           17 M | DICKENS, CARLEY          < 1 M
DICKENS, DOMINGO          52 F | DICKENS, ELLIS           < 1 M | DICKENS, HERSHEL          38 F
DICKENS, JAMEY            16 F | DICKENS, JUDD             64 M | DICKENS, KEN              49 M
DICKENS, KIEL             10 M | DICKENS, LEWIS            16 F | DICKENS, MARION           18 F
DICKENS, NAPOLEON         16 M | DICKENS, NATHEN           16 F | DICKENS, NESTOR           15 F
DICKENS, ORAN             19 F | DICKENS, RAHUL             2 M | DICKENS, SAIGE            16 M
DICKENS, SHANNY           75 M | DICKENS, THEODORE         77 F | DICKENS, TRYCIA            4 M
DICKENS, TYRIQUE          71 F | DICKENS, ZETTA            32 M | DICKI, BETTE              57 M
DICKI, CALISTA             5 M | DICKI, CONNER              5 M | DICKI, DERICK              5 M
DICKI, DONATO             13 M | DICKI, DOYLE              53 M | DICKI, KAMRYN             16 F
DICKI, KEATON             78 M | DICKI, KENTON             20 F | DICKI, LERA               42 F
DICKI, MAY                 7 F | DICKI, MELVINA             7 F | DICKI, MISSOURI           84 F
DICKI, NYAH               50 M | DICKI, REINA              61 F | DICKI, ROSA               20 M
DICKI, ROYAL              19 F | DICKI, SEAN               77 M | DICKI, TOMASA             49 M
DICKI, TYREL              25 M | DICKINSON, AMERICA         3 M | DICKINSON, AMIYA           7 F
DICKINSON, ANTONE         59 F | DICKINSON, BELLA          76 F | DICKINSON, BRODERIC        5 F
DICKINSON, CLAIRE         25 F | DICKINSON, CONSTANT       42 M | DICKINSON, DEDRIC         54 M
DICKINSON, DENIS           3 F | DICKINSON, ELLA           25 F | DICKINSON, ERVIN          56 M
DICKINSON, HAYDEN         67 M | DICKINSON, JARED          71 M | DICKINSON, JOVANI         18 M
DICKINSON, KARA           87 M | DICKINSON, MURIEL         51 F | DICKINSON, ORPHA           3 F
DICKINSON, REBECA         23 M | DICKINSON, STEVIE         62 M | DICKINSON, TAYLOR         68 M
DICKINSON, TITO           17 F | DICKINSON, VALENTIN       18 M | DIETRICH, ALESSIA         17 F
DIETRICH, CHELSEY         15 F | DIETRICH, CHRISTA         38 F | DIETRICH, CHRISTOPH       33 M
DIETRICH, COLEMAN         55 M | DIETRICH, DEION           31 M | DIETRICH, FERNANDO        45 F
DIETRICH, HENRI            1 F | DIETRICH, KAREN           43 M | DIETRICH, KAYLI          < 1 F
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE 13  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
DIETRICH, LILYAN          23 M | DIETRICH, MARIANNE         8 F | DIETRICH, MARIELLE        59 M
DIETRICH, MARK            70 M | DIETRICH, MICHEL           7 F | DIETRICH, NIKKI           69 M
DIETRICH, OLA              9 M | DIETRICH, ORRIN           11 M | DIETRICH, REBECA          90 F
DIETRICH, SANDRINE        69 F | DIETRICH, WEBSTER         16 F | DIETRICH, WINNIFRED       21 F
DONNELLY, ABDUL           59 M | DONNELLY, ARLIE           51 F | DONNELLY, AUGUSTUS        23 M
DONNELLY, CAMREN          39 M | DONNELLY, ELOISA          49 M | DONNELLY, GLORIA         < 1 F
DONNELLY, JAIME           24 M | DONNELLY, LORENZO          4 F | DONNELLY, MARIE           41 F
DONNELLY, NELDA           17 F | DONNELLY, OPHELIA         10 M | DONNELLY, ORLO            98 M
DONNELLY, ORVILLE         77 F | DONNELLY, VAUGHN          17 M | DONNELLY, VERDIE          19 M
DONNELLY, WATSON         < 1 M | DOOLEY, ADRIENNE          56 F | DOOLEY, ANJALI            10 F
DOOLEY, BRANDON           58 M | DOOLEY, CAMILLA           53 F | DOOLEY, CHARITY            6 F
DOOLEY, ELISSA            89 F | DOOLEY, ELIZA            < 1 M | DOOLEY, EMELY             38 F
DOOLEY, ESTELL            11 M | DOOLEY, EWALD             13 M | DOOLEY, GOLDA             81 F
DOOLEY, GUST              63 M | DOOLEY, IBRAHIM           23 F | DOOLEY, JAKE              75 F
DOOLEY, KAIA              45 M | DOOLEY, KAYLEY             7 M | DOOLEY, LUCIUS             8 M
DOOLEY, RICHIE            61 M | DOOLEY, ROSARIO           79 F | DOOLEY, SYDNEE            30 F
DOOLEY, THORA             38 F | DOUGLAS, ABAGAIL           7 M | DOUGLAS, ALEXYS           81 M
DOUGLAS, ANIBAL           49 F | DOUGLAS, AUGUSTA          37 F | DOUGLAS, AYLIN            31 F
DOUGLAS, BETHANY          62 M | DOUGLAS, DARBY            54 F | DOUGLAS, EMELY             4 F
DOUGLAS, ERIC             32 F | DOUGLAS, ERNESTINE        40 F | DOUGLAS, EVA              21 M
DOUGLAS, FANNY             8 F | DOUGLAS, HENRY             8 M | DOUGLAS, HOPE             18 M
DOUGLAS, JEFFRY           65 F | DOUGLAS, JOHN              3 F | DOUGLAS, KAMILLE          10 F
DOUGLAS, KATHERINE        88 M | DOUGLAS, LAURINE          38 F | DOUGLAS, LUCAS            41 M
DOUGLAS, LUIGI             3 F | DOUGLAS, MARILYNE         89 M | DOUGLAS, ORLANDO          15 F
DOUGLAS, RAE               9 F | DOUGLAS, RUBEN            53 F | DOUGLAS, TOBIN            46 M
DOUGLAS, TYREEK            3 F | DOYLE, ABBEY              31 F | DOYLE, ALEXANDRE          45 F
DOYLE, CICERO              7 F | DOYLE, DAMIEN            < 1 M | DOYLE, DEXTER             69 M
DOYLE, EDYTH               4 F | DOYLE, ELVERA             16 F | DOYLE, HALLE               5 M
DOYLE, HORTENSE           35 M | DOYLE, JOHANNA            41 F | DOYLE, JONATHAN           20 M
DOYLE, LIZETH             13 F | DOYLE, NATALIA             5 M | DOYLE, PERCIVAL           11 M
DOYLE, RAFAEL              6 M | DOYLE, RAYMOND             7 M | DOYLE, ROEL               78 F
DOYLE, ROSS               14 F | DOYLE, SALLIE             85 F | DOYLE, TANIA              23 M
DOYLE, TRYSTAN            74 F | DOYLE, WILBER             49 F | DUBUQUE, ADAN             28 F
DUBUQUE, ALEXANNE         18 F | DUBUQUE, ANGELITA          2 M | DUBUQUE, BABY             66 F
DUBUQUE, CHRISTOP         16 M | DUBUQUE, DARIO            12 F | DUBUQUE, DEBORAH          25 F
DUBUQUE, DELPHIA          44 F | DUBUQUE, GLENNIE          89 F | DUBUQUE, JAYDE             2 M
DUBUQUE, JOANY            17 F | DUBUQUE, LILYAN            3 M | DUBUQUE, LUELLA           46 M
DUBUQUE, MARCELLA          1 M | DUBUQUE, MARCELLUS         7 F | DUBUQUE, MARCUS           11 F
DUBUQUE, MAX               1 M | DUBUQUE, MILO             45 M | DUBUQUE, NICK              1 M
DUBUQUE, NIKKI           < 1 M | DUBUQUE, REGAN            13 M | DUBUQUE, ROSELLA          55 F
DUBUQUE, ROSLYN           46 M | DUBUQUE, ROXANE           82 F | DUBUQUE, STEFAN           10 M
DUBUQUE, TAMIA            13 M | DUBUQUE, WINONA           68 F | DURGAN, ANTOINETTE        30 M
DURGAN, ARMAND            20 M | DURGAN, ASTRID            19 M | DURGAN, COLTEN            48 F
DURGAN, EARL              53 F | DURGAN, ELSA              68 F | DURGAN, EMMY               7 F
DURGAN, ERNESTINA         29 M | DURGAN, ERNESTO           67 M | DURGAN, EVE                5 F
DURGAN, HECTOR            23 F | DURGAN, JANIYA             7 M | DURGAN, MAYMIE            52 F
DURGAN, MYAH              18 M | DURGAN, TORREY            86 F | DURGAN, VINCE             21 M
EBERT, ALI                23 M | EBERT, ALVAH              23 M | EBERT, ARJUN             < 1 M
EBERT, AVERY              22 F | EBERT, BERNITA            56 F | EBERT, CATHRINE           72 F
EBERT, EBBA               72 F | EBERT, EUNICE             18 F | EBERT, FELIX              17 M
EBERT, IDELLA             79 F | EBERT, KAVON               6 M | EBERT, KIARA              87 F
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE 14  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
EBERT, KYLA               19 F | EBERT, LAYLA              13 F | EBERT, LEANNA             82 F
EBERT, LLEWELLYN           2 F | EBERT, LONIE              11 F | EBERT, MEAGAN             14 M
EBERT, MOHAMED            47 M | EBERT, MOZELLE            22 M | EBERT, PIETRO             11 M
EBERT, RENE               21 M | EBERT, SIBYL              29 M | EBERT, SIENNA             83 M
EBERT, TRISTIN            18 M | EBERT, VERDA              37 M | EFFERTZ, AMELY             2 M
EFFERTZ, CADEN            20 F | EFFERTZ, DARRIN           31 F | EFFERTZ, FERNANDO         43 M
EFFERTZ, GEORGIANNA       52 F | EFFERTZ, HERMINA           3 F | EFFERTZ, HORACIO          66 M
EFFERTZ, ILIANA           88 F | EFFERTZ, JEAN            < 1 F | EFFERTZ, JULIET            2 M
EFFERTZ, KELSIE          < 1 M | EFFERTZ, KIAN             51 F | EFFERTZ, LILLA            52 M
EFFERTZ, MALIKA           68 F | EFFERTZ, MELVINA          43 F | EFFERTZ, NORENE           61 M
EFFERTZ, OKEY             64 M | EFFERTZ, PEARLIE          49 F | EFFERTZ, STEVIE           18 M
EFFERTZ, SUSANA           17 F | EFFERTZ, SUZANNE          13 M | EFFERTZ, TESS             16 F
EFFERTZ, ZANDER           13 F | EICHMANN, AIDEN           14 M | EICHMANN, AURELIE          8 M
EICHMANN, DEREK           41 F | EICHMANN, ELYSSA          56 M | EICHMANN, FRANCO          28 F
EICHMANN, KENYON          14 F | EICHMANN, MARIANA         92 F | EICHMANN, MYRL            19 M
EICHMANN, OCIE             5 F | EICHMANN, RAHEEM          65 F | EICHMANN, SANTOS          14 M
EICHMANN, SHERIDAN        67 M | EICHMANN, YESSENIA        19 F | EMARD, ABBIGAIL            4 M
EMARD, ADELL              30 F | EMARD, ALESSIA            82 M | EMARD, ALLEN              13 F
EMARD, ANSLEY             19 F | EMARD, ANTWON            < 1 M | EMARD, APRIL               4 F
EMARD, BERYL              10 M | EMARD, CLOYD              73 F | EMARD, GINA               78 M
EMARD, JOESPH             29 M | EMARD, JOHNNY              6 M | EMARD, KIMBERLY          < 1 F
EMARD, LEILANI             5 F | EMARD, LILLY              46 F | EMARD, LIZETH              6 F
EMARD, MAIA               88 F | EMARD, MICHEAL            33 F | EMARD, MIREYA             88 M
EMARD, OLIVER              4 M | EMARD, OTTILIE            25 M | EMARD, RAHSAAN             7 M
EMARD, REANNA             32 M | EMARD, SHANEL             28 M | EMARD, SIM                25 F
EMARD, TATUM               2 M | EMMERICH, ALEXA            6 F | EMMERICH, ALFORD          30 F
EMMERICH, BRUCE           38 M | EMMERICH, CELIA           23 M | EMMERICH, GWENDOLYN       28 M
EMMERICH, HERMINIA        41 F | EMMERICH, IMOGENE         80 F | EMMERICH, KENNEDI         64 M
EMMERICH, LUCIUS          38 F | EMMERICH, MARGARETT       39 M | EMMERICH, NAKIA            1 M
EMMERICH, REMINGTON       86 M | EMMERICH, RODOLFO         17 F | EMMERICH, SAVION          42 F
EMMERICH, SYLVESTER       39 M | EMMERICH, TIARA           68 F | ERDMAN, CONNER            22 M
ERDMAN, DELLA             13 F | ERDMAN, DESMOND           65 M | ERDMAN, DESSIE            64 F
ERDMAN, DOMENICK          75 F | ERDMAN, DOROTHY            5 M | ERDMAN, HAROLD            57 F
ERDMAN, KIARRA             3 M | ERDMAN, KYLEIGH            6 F | ERDMAN, KYLER             18 F
ERDMAN, MELVINA           30 F | ERDMAN, SYLVIA            72 M | ERNSER, BETHEL            15 M
ERNSER, DWIGHT            16 M | ERNSER, ENA               13 F | ERNSER, JOAQUIN           16 F
ERNSER, KENDALL           64 F | ERNSER, LINA              55 F | ERNSER, LIZZIE            33 M
ERNSER, MABEL              9 M | ERNSER, MADONNA            6 F | ERNSER, NELLE             19 F
ERNSER, RUTH              98 M | ERNSER, SAMARA            40 F | ERNSER, SARAH             32 M
ERNSER, SARINA            69 F | ERNSER, TERRILL           12 M | ERNSER, TRAVON             1 F
ERNSER, TRYCIA            24 M | ERNSER, TYRA               9 M | FADEL, AIDEN              69 M
FADEL, BESSIE             75 M | FADEL, CARLOTTA           61 F | FADEL, CLEORA              7 M
FADEL, CRYSTAL            16 F | FADEL, FOSTER             51 F | FADEL, HELMER             15 F
FADEL, JAYNE              15 F | FADEL, JESS               79 M | FADEL, KATHARINA          48 F
FADEL, KATHLEEN           87 M | FADEL, KENNEDY            46 F | FADEL, KYLE               25 M
FADEL, LARON              20 F | FADEL, LEILANI            22 F | FADEL, MABLE              49 F
FADEL, ROEL               25 F | FADEL, VANCE              92 M | FADEL, VERGIE             70 F
FAHEY, AUDREY             67 F | FAHEY, BLAIR              69 M | FAHEY, CANDIDO            47 F
FAHEY, DAMIEN             80 M | FAHEY, DOMENICK            1 F | FAHEY, EZEQUIEL           82 M
FAHEY, GILDA              53 F | FAHEY, GREGORY            18 M | FAHEY, HOUSTON            87 M
FAHEY, JONATHON            7 M | FAHEY, JULIET             42 M | FAHEY, KENDRICK            7 F
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE 15  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
FAHEY, KORY               60 M | FAHEY, LAILA               8 M | FAHEY, MADGE              34 M
FAHEY, MARJORIE           45 M | FAHEY, MAURINE            77 F | FAHEY, NATHANIAL          26 F
FAHEY, NEWELL             39 F | FAHEY, RYLEE              19 F | FAHEY, WALKER             43 F
FAHEY, WILFRID            55 F | FARRELL, ABE              84 M | FARRELL, BENJAMIN         72 M
FARRELL, CAROL             1 F | FARRELL, EDEN             17 F | FARRELL, HETTIE           17 M
FARRELL, IDELLA           91 F | FARRELL, IMA              24 F | FARRELL, JUDAH            88 F
FARRELL, KAYLEY           18 M | FARRELL, LESLIE            7 M | FARRELL, LON              44 F
FARRELL, MELYSSA          24 F | FARRELL, MYAH             35 M | FARRELL, NICHOLAS         14 F
FARRELL, RICHIE           39 F | FARRELL, SALVADOR         12 M | FARRELL, THADDEUS          3 F
FARRELL, TROY              9 M | FARRELL, VALLIE           25 M | FARRELL, WILBERT          34 M
FARRELL, WILFRED          42 M | FARRELL, YASMIN           86 M | FAY, CORINE               22 M
FAY, CORTNEY             < 1 F | FAY, ELZA                 29 M | FAY, FRITZ                41 F
FAY, GENE                 16 M | FAY, GIOVANNY             22 M | FAY, HECTOR                5 F
FAY, JEWELL               72 F | FAY, KENNEDI              55 M | FAY, MARQUISE             10 F
FAY, SALLIE               44 M | FAY, VERLA                77 F | FAY, WINIFRED             45 F
FEENEY, ADRAIN            58 M | FEENEY, AUTUMN             3 M | FEENEY, DEWITT            50 M
FEENEY, JEDEDIAH          54 F | FEENEY, JOSEFA            52 F | FEENEY, KEENAN           < 1 M
FEENEY, KRAIG             13 M | FEENEY, LAVERNE           82 F | FEENEY, MAGDALEN          72 M
FEENEY, MAXIME             8 M | FEENEY, MONSERRAT          6 M | FEENEY, PEARLINE          47 F
FEENEY, RAPHAEL           25 F | FEENEY, SAMMY             17 M | FEENEY, SIDNEY            34 F
FEENEY, STEPHON           47 M | FEENEY, WILBER             8 M | FEEST, ALISA               7 F
FEEST, ARNE               32 F | FEEST, EDDIE              31 M | FEEST, FREDERICK          76 F
FEEST, GODFREY             4 M | FEEST, HERMINIA           22 M | FEEST, HILBERT            14 F
FEEST, JETTIE             14 M | FEEST, KADE               41 M | FEEST, KENDALL            44 F
FEEST, KIARA              25 F | FEEST, LAURIANE           12 M | FEEST, LEO                11 M
FEEST, LEONEL             26 M | FEEST, MANDY              65 M | FEEST, MYAH                6 F
FEEST, NORENE             22 F | FEEST, ODA                10 M | FEEST, OTTILIE            23 M
FEEST, REY                19 M | FEEST, URIEL              45 F | FEIL, ALESSANDRA          29 M
FEIL, ANTONIA             41 F | FEIL, AYANA               20 F | FEIL, BRADLY              14 M
FEIL, CONOR               37 M | FEIL, DAMIEN              28 F | FEIL, DUSTIN              17 M
FEIL, ELIZABETH          < 1 F | FEIL, GRIFFIN             53 M | FEIL, HOSEA               19 M
FEIL, JAMISON              6 F | FEIL, LEMUEL              51 F | FEIL, LUCIANO             12 F
FEIL, LYLA                51 F | FEIL, MAKENNA             65 F | FEIL, RAMON               49 F
FEIL, WILEY                5 F | FERRY, AIDEN              37 F | FERRY, AILEEN             13 F
FERRY, ALIZE              10 F | FERRY, BRADEN            101 F | FERRY, BRIA               59 F
FERRY, CELESTINO          10 F | FERRY, DARRON             10 F | FERRY, DAVIN              23 M
FERRY, DESHAUN             6 M | FERRY, EDDIE              36 M | FERRY, ELEANORA          < 1 F
FERRY, HASSIE             20 F | FERRY, LEWIS               8 M | FERRY, MARLON             11 M
FERRY, WILSON             32 F | FERRY, ZECHARIAH           1 F | FISHER, ALVINA            24 M
FISHER, ARLO              54 F | FISHER, AUTUMN            32 F | FISHER, BRENDA            25 M
FISHER, CALEB             98 M | FISHER, CARLIE            14 M | FISHER, DEMARCO            3 M
FISHER, DONNIE             3 F | FISHER, EDWIN             15 M | FISHER, FLORIDA           18 M
FISHER, FRANCESCO          9 F | FISHER, GLENNA             3 F | FISHER, JAN               25 M
FISHER, KAITLYN           23 F | FISHER, MARVIN            12 M | FISHER, MAXINE            69 M
FISHER, MITTIE             7 F | FISHER, ORLO              21 F | FISHER, SIMONE            56 M
FISHER, THOMAS            15 M | FISHER, VAN               11 F | FLATLEY, ALEXANDER         1 F
FLATLEY, ALEXANDRO        16 M | FLATLEY, BERTA            40 M | FLATLEY, BETTE            50 F
FLATLEY, DONALD           37 F | FLATLEY, EMMITT           10 F | FLATLEY, EUNA             11 M
FLATLEY, EVERETT          12 M | FLATLEY, EWALD             2 F | FLATLEY, EZRA             20 F
FLATLEY, GLORIA            6 M | FLATLEY, JACKELINE        75 M | FLATLEY, JON               6 M
FLATLEY, KARIANE          48 M | FLATLEY, RAEGAN            1 M | FLATLEY, RANDI            41 M
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>  ----------  PAGE 16  ---------  <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<

>>>>>>>>>>>>>>>>>>>>>>>> | PANEM CENSUS ROLL | The Capitol POP 10000 | <<<<<<<<<<<<<<<<<<<<<<<<<
FLATLEY, ROSALINDA        29 F | FLATLEY, WILLARD          22 F | FLATLEY, WINIFRED         49 M
FRAMI, BETH               87 F | FRAMI, CALE               42 M | FRAMI, CLARA              27 F
FRAMI, DEVIN               9 F | FRAMI, FLETCHER           20 F | FRAMI, HILBERT            11 F
FRAMI, HUBERT             55 F | FRAMI, ISABELL             2 M | FRAMI, JANY               33 F
FRAMI, JARON              36 M | FRAMI, KATHARINA          55 F | FRAMI, LAMBERT            79 F
FRAMI, LINCOLN            43 M | FRAMI, MABELLE            15 M | FRAMI, MARGE              74 F
FRAMI, MAURICIO           19 F | FRAMI, MISAEL             47 F | FRAMI, ROSALIND            8 F
FRAMI, SELENA             24 M | FRAMI, SHAKIRA            40 M | FRAMI, VELDA              40 F
FRAMI, WILLIE             22 M | FRANECKI, ABBIE            2 F | FRANECKI, AGLAE           28 M
FRANECKI, AMBER            7 F | FRANECKI, ANGELO          69 M | FRANECKI, ARNOLD          58 M
FRANECKI, BERRY            6 M | FRANECKI, BERTA           27 M | FRANECKI, BETTE            4 F
FRANECKI, CICERO          62 F | FRANECKI, CORRINE         26 F | FRANECKI, DAYNA           40 F
FRANECKI, DESTIN           4 F | FRANECKI, EDWARDO         24 M | FRANECKI, FRANCESCO       32 M
FRANECKI, GERALD          29 F | FRANECKI, GILBERT         14 F | FRANECKI, GUILLERMO        2 F
FRANECKI, JEFFEREY        52 M | FRANECKI, JULIUS          73 M | FRANECKI, KATELYNN        20 F
FRANECKI, KIRA            21 M | FRANECKI, KURT            73 F | FRANECKI, LINDA           14 M
FRANECKI, LUDIE           28 M | FRANECKI, MARQUISE        52 M | FRANECKI, NELS            42 M
FRANECKI, ORAL             8 M | FRANECKI, RACHEL          12 F | FRANECKI, SEAMUS          29 F
FRIESEN, ALIZE            27 M | FRIESEN, DARIAN           25 M | FRIESEN, DIANNA           23 M
FRIESEN, EARLINE          53 F | FRIESEN, ELODY            77 M | FRIESEN, GIOVANNA         46 M
FRIESEN, JACQUELYN        86 F | FRIESEN, JAN              29 M | FRIESEN, JASON            55 M
FRIESEN, JUDSON           82 F | FRIESEN, KAYCEE           22 M | FRIESEN, KRYSTINA         11 M
FRIESEN, LORENZA          21 M | FRIESEN, MAC              49 F | FRIESEN, NASIR            78 M
FRIESEN, OCIE             22 M | FRIESEN, RIGOBERTO        73 F | FRIESEN, RYLAN            12 M
FRIESEN, WILLA            14 F | FRIESEN, ZOIE             59 F | FRITSCH, ATHENA           55 F
FRITSCH, AYANA             5 M | FRITSCH, AYANA            72 F | FRITSCH, BENTON           50 M
FRITSCH, DEJUAN           61 F | FRITSCH, DEONTAE           7 F | FRITSCH, EMILIANO         67 F
FRITSCH, JANAE            84 F | FRITSCH, JOESPH           51 M | FRITSCH, KALEIGH          19 F
FRITSCH, MARGARETE        19 M | FRITSCH, RAINA            13 M | FRITSCH, REED             30 F
FRITSCH, STAN             89 M | FRITSCH, SYLVESTER         9 F | FRITSCH, THELMA           68 M
FRITSCH, ZULA             50 M | FUNK, ALESSANDRO         100 F | FUNK, ALFONZO             39 M
FUNK, BRYCE                4 M | FUNK, CATHERINE           28 F | FUNK, CELIA               58 F
FUNK, CLAIRE              35 M | FUNK, DARRION             24 M | FUNK, DEVANTE             27 M
FUNK, ELTA                42 F | FUNK, ENRICO              46 M | FUNK, FATIMA              48 M
FUNK, GABRIEL              6 F | FUNK, GABRIELLA           19 F | FUNK, GARETT              10 F
FUNK, JEANIE              48 M | FUNK, JOANNY               3 F | FUNK, KARIANE              6 M
FUNK, LUCINDA             77 F | FUNK, MONROE              96 F | FUNK, NATHEN               6 F
FUNK, NOAH                 7 M | FUNK, ORVILLE             90 F | FUNK, PEARLIE             72 F
FUNK, RICHMOND            24 F | FUNK, SIMEON              21 M | FUNK, STAN                 2 F
GAYLORD, ASHTON           20 F | GAYLORD, ASSUNTA          44 M | GAYLORD, AUGUSTUS          3 F
GAYLORD, CAMRYN           19 M | GAYLORD, CLEMENT          11 F | GAYLORD, CRISTAL          27 M
GAYLORD, CURT              2 F | GAYLORD, DAHLIA           61 M | GAYLORD, DULCE            10 F
GAYLORD, EDYTH            25 F | GAYLORD, ELSIE             4 M | GAYLORD, FREDY            18 M
GAYLORD, GUNNER           88 M | GAYLORD, GWENDOLYN        40 M | GAYLORD, JANNIE           66 F
